2._Fecha_y_Hora_inicio,count
2024-10-31 11:57:00,2
2024-11-12 09:41:00,2
2024-12-02 11:54:00,1
2024-12-02 12:10:00,1
2024-12-02 12:49:00,1
2024-12-02 13:04:00,1
2024-12-03 09:39:00,1
2024-12-03 09:51:00,1
2024-12-03 10:00:00,1
2024-12-02 11:29:00,1
2024-12-03 10:34:00,1
2024-12-03 10:44:00,1
2024-12-03 10:55:00,1
2024-12-03 11:02:00,1
2024-12-03 11:09:00,1
2024-12-03 11:19:00,1
2024-12-03 11:26:00,1
2024-12-03 12:28:00,1
2024-12-03 10:09:00,1
2024-11-29 13:31:00,1
